order_item_id,order_id,product_id,user_id,quantity,item_price,item_total,order_date,order_status,total_amount,name,email,gender,city,signup_date,product_name,category,brand,price,rating,month,revenue
I00021960,O00010140,P000434,U001043,2,52.83,105.66,2024-05-26 23:11:27.490563,shipped,1971.77,Tammy Brown,ysimpson@example.com,Other,Williamsborough,2024-07-24,NeoTech Anything,Toys,NeoTech,52.83,3.36,2024-05,105.66
I00021961,O00010141,P001844,U006766,3,70.23,210.69,2024-04-25 20:35:53.583761,returned,822.26,Gary Dennis,ashleycastillo@example.net,Female,Jamesbury,2024-04-23,Nimbus Size,Books,Nimbus,70.23,2.99,2024-04,210.69
I00021962,O00010141,P000554,U006766,1,157.02,157.02,2024-04-25 20:35:53.583761,returned,822.26,Gary Dennis,ashleycastillo@example.net,Female,Jamesbury,2024-04-23,Everest National,Beauty,Everest,157.02,3.37,2024-04,157.02
I00021963,O00010141,P001997,U006766,1,106.67,106.67,2024-04-25 20:35:53.583761,returned,822.26,Gary Dennis,ashleycastillo@example.net,Female,Jamesbury,2024-04-23,Zenith Board,Clothing,Zenith,106.67,2.66,2024-04,106.67
I00021964,O00010141,P000233,U006766,2,173.94,347.88,2024-04-25 20:35:53.583761,returned,822.26,Gary Dennis,ashleycastillo@example.net,Female,Jamesbury,2024-04-23,Zenith Might,Sports,Zenith,173.94,2.64,2024-04,347.88
I00021965,O00010142,P001148,U007455,1,51.8,51.8,2025-08-20 01:04:57.026296,processing,51.8,Jeanne Perez,hortonsavannah@example.com,Male,Larryfurt,2025-10-08,Solace Hundred,Pet Supplies,Solace,51.8,4.4,2025-08,51.8
I00021966,O00010143,P000543,U009600,1,115.63,115.63,2024-09-08 14:19:16.246745,returned,115.63,Joe Houston,jennifer55@example.net,Female,Brianview,2024-03-12,Orion City,Beauty,Orion,115.63,4.56,2024-09,115.63
I00021967,O00010144,P000873,U002219,1,94.58,94.58,2024-05-15 02:40:29.501306,processing,244.91,Traci Lewis,jackchang@example.net,Male,East Trevor,2025-06-23,Harbor Television,Home & Kitchen,Harbor,94.58,4.81,2024-05,94.58
I00021968,O00010144,P001489,U002219,1,40.0,40.0,2024-05-15 02:40:29.501306,processing,244.91,Traci Lewis,jackchang@example.net,Male,East Trevor,2025-06-23,Everest Now,Pet Supplies,Everest,40.0,3.23,2024-05,40.0
I00021969,O00010144,P000710,U002219,1,110.33,110.33,2024-05-15 02:40:29.501306,processing,244.91,Traci Lewis,jackchang@example.net,Male,East Trevor,2025-06-23,Zenith Too,Sports,Zenith,110.33,3.26,2024-05,110.33
I00021970,O00010145,P001686,U002434,1,134.71,134.71,2024-07-17 09:22:53.465179,shipped,310.09,Madison Campbell,valeriejames@example.net,Female,Jamesmouth,2024-04-20,Pulse Thing,Beauty,Pulse,134.71,3.74,2024-07,134.71
I00021971,O00010145,P000810,U002434,3,58.46,175.38,2024-07-17 09:22:53.465179,shipped,310.09,Madison Campbell,valeriejames@example.net,Female,Jamesmouth,2024-04-20,Willow Walk,Pet Supplies,Willow,58.46,3.86,2024-07,175.38
I00021972,O00010146,P000804,U005200,3,72.33,216.99,2024-09-07 03:28:01.118182,completed,237.83,Lynn Crane,judymueller@example.org,Other,Ericview,2024-01-11,Harbor Crime,Toys,Harbor,72.33,2.7,2024-09,216.99
I00021973,O00010146,P000197,U005200,1,20.84,20.84,2024-09-07 03:28:01.118182,completed,237.83,Lynn Crane,judymueller@example.org,Other,Ericview,2024-01-11,Astra Brother,Pet Supplies,Astra,20.84,4.47,2024-09,20.84
I00021974,O00010147,P000942,U008134,1,157.0,157.0,2025-02-19 05:44:01.719434,cancelled,770.87,Melissa Morrison,lisadyer@example.com,Other,Manuelton,2024-01-03,Acme Memory,Clothing,Acme,157.0,4.58,2025-02,157.0
I00021975,O00010147,P000386,U008134,1,495.1,495.1,2025-02-19 05:44:01.719434,cancelled,770.87,Melissa Morrison,lisadyer@example.com,Other,Manuelton,2024-01-03,Pulse Born,Automotive,Pulse,495.1,3.61,2025-02,495.1
I00021976,O00010147,P000072,U008134,3,39.59,118.77,2025-02-19 05:44:01.719434,cancelled,770.87,Melissa Morrison,lisadyer@example.com,Other,Manuelton,2024-01-03,GreenLeaf West,Groceries,GreenLeaf,39.59,3.02,2025-02,118.77
I00021977,O00010148,P000957,U008048,1,20.31,20.31,2025-08-22 13:56:40.691646,returned,20.31,Thomas Wilson,jesse23@example.net,Male,Richardburgh,2025-04-26,Pulse Consider,Groceries,Pulse,20.31,3.49,2025-08,20.31
I00021978,O00010149,P001545,U000795,1,1.49,1.49,2024-11-01 13:08:54.000623,processing,1.49,Miguel Campos,murraycharles@example.net,Male,Jamesfurt,2024-03-23,NeoTech Everyone,Groceries,NeoTech,1.49,2.94,2024-11,1.49
I00021979,O00010150,P000222,U006744,1,21.85,21.85,2025-03-01 01:32:36.990899,processing,818.03,Scott Yang,jessemccarthy@example.net,Male,Russellbury,2025-10-03,Harbor Miss,Beauty,Harbor,21.85,3.26,2025-03,21.85
I00021980,O00010150,P000243,U006744,1,159.88,159.88,2025-03-01 01:32:36.990899,processing,818.03,Scott Yang,jessemccarthy@example.net,Male,Russellbury,2025-10-03,Zenith Hope,Home & Kitchen,Zenith,159.88,3.22,2025-03,159.88
I00021981,O00010150,P001468,U006744,3,212.1,636.3,2025-03-01 01:32:36.990899,processing,818.03,Scott Yang,jessemccarthy@example.net,Male,Russellbury,2025-10-03,NeoTech Town,Automotive,NeoTech,212.1,2.7,2025-03,636.3
I00021982,O00010151,P000265,U003636,1,163.19,163.19,2025-01-20 06:02:59.427369,completed,255.91,Sandra Allen,katie03@example.com,Male,Walkerborough,2024-12-28,GreenLeaf Move,Home & Kitchen,GreenLeaf,163.19,4.52,2025-01,163.19
I00021983,O00010151,P000707,U003636,2,26.0,52.0,2025-01-20 06:02:59.427369,completed,255.91,Sandra Allen,katie03@example.com,Male,Walkerborough,2024-12-28,Astra Another,Toys,Astra,26.0,3.19,2025-01,52.0
I00021984,O00010151,P001351,U003636,1,40.72,40.72,2025-01-20 06:02:59.427369,completed,255.91,Sandra Allen,katie03@example.com,Male,Walkerborough,2024-12-28,GreenLeaf Billion,Pet Supplies,GreenLeaf,40.72,3.4,2025-01,40.72
I00021985,O00010152,P001231,U000774,3,168.03,504.09,2025-06-29 17:20:44.265843,completed,665.14,April White,alicia77@example.com,Female,Biancashire,2024-09-12,Solace All,Sports,Solace,168.03,2.74,2025-06,504.09
I00021986,O00010152,P000841,U000774,1,34.32,34.32,2025-06-29 17:20:44.265843,completed,665.14,April White,alicia77@example.com,Female,Biancashire,2024-09-12,Pulse Daughter,Pet Supplies,Pulse,34.32,2.52,2025-06,34.32
I00021987,O00010152,P001177,U000774,1,107.38,107.38,2025-06-29 17:20:44.265843,completed,665.14,April White,alicia77@example.com,Female,Biancashire,2024-09-12,Harbor Ability,Sports,Harbor,107.38,2.53,2025-06,107.38
I00021988,O00010152,P001082,U000774,2,1.78,3.56,2025-06-29 17:20:44.265843,completed,665.14,April White,alicia77@example.com,Female,Biancashire,2024-09-12,Orion Night,Groceries,Orion,1.78,3.12,2025-06,3.56
I00021989,O00010152,P001239,U000774,1,15.79,15.79,2025-06-29 17:20:44.265843,completed,665.14,April White,alicia77@example.com,Female,Biancashire,2024-09-12,Zenith Environmental,Groceries,Zenith,15.79,3.79,2025-06,15.79
I00021990,O00010153,P001944,U000213,1,63.5,63.5,2025-01-08 04:45:58.339062,returned,442.28,John Morris,oscar85@example.com,Female,Michaelfort,2024-09-28,Nimbus East,Books,Nimbus,63.5,4.54,2025-01,63.5
I00021991,O00010153,P000476,U000213,1,133.02,133.02,2025-01-08 04:45:58.339062,returned,442.28,John Morris,oscar85@example.com,Female,Michaelfort,2024-09-28,Harbor Much,Automotive,Harbor,133.02,4.38,2025-01,133.02
I00021992,O00010153,P001941,U000213,1,82.4,82.4,2025-01-08 04:45:58.339062,returned,442.28,John Morris,oscar85@example.com,Female,Michaelfort,2024-09-28,Astra Sometimes,Pet Supplies,Astra,82.4,4.16,2025-01,82.4
I00021993,O00010153,P001019,U000213,2,81.68,163.36,2025-01-08 04:45:58.339062,returned,442.28,John Morris,oscar85@example.com,Female,Michaelfort,2024-09-28,GreenLeaf Whatever,Toys,GreenLeaf,81.68,3.61,2025-01,163.36
I00021994,O00010154,P000883,U009728,1,139.02,139.02,2024-12-31 16:15:39.419164,returned,841.74,Michelle Maxwell,peter42@example.net,Male,Pachecoton,2024-10-23,Astra Find,Sports,Astra,139.02,2.95,2024-12,139.02
I00021995,O00010154,P000158,U009728,2,314.58,629.16,2024-12-31 16:15:39.419164,returned,841.74,Michelle Maxwell,peter42@example.net,Male,Pachecoton,2024-10-23,Zenith Accept,Sports,Zenith,314.58,4.02,2024-12,629.16
I00021996,O00010154,P000080,U009728,3,24.52,73.56,2024-12-31 16:15:39.419164,returned,841.74,Michelle Maxwell,peter42@example.net,Male,Pachecoton,2024-10-23,Acme Discuss,Pet Supplies,Acme,24.52,3.42,2024-12,73.56
I00021997,O00010155,P001884,U008029,2,15.66,31.32,2024-06-14 01:51:48.223144,shipped,31.32,Patricia Warner,kylemendez@example.net,Other,Sheppardmouth,2024-01-02,Everest Type,Groceries,Everest,15.66,3.23,2024-06,31.32
I00021998,O00010156,P001554,U000090,1,43.35,43.35,2025-09-23 05:44:43.004310,processing,43.35,Brandon Flynn,michael62@example.org,Male,Knightburgh,2025-09-09,Astra Such,Pet Supplies,Astra,43.35,3.74,2025-09,43.35
I00021999,O00010157,P000088,U002850,3,78.11,234.33,2024-10-26 09:00:36.481910,processing,234.33,Jeffrey Henderson,jsalazar@example.com,Male,Albertborough,2025-04-30,Everest As,Clothing,Everest,78.11,4.29,2024-10,234.33
I00022000,O00010158,P001752,U002973,1,412.8,412.8,2025-09-20 15:41:59.294019,processing,412.8,Darren Wilson,mejiachristine@example.net,Male,New Christopher,2025-07-14,GreenLeaf Tell,Home & Kitchen,GreenLeaf,412.8,3.26,2025-09,412.8
I00022001,O00010159,P001040,U006134,3,22.15,66.45,2024-09-25 01:13:33.454077,completed,66.45,Alexander Stein,richardanderson@example.org,Male,North Chelsea,2024-02-18,Willow Court,Beauty,Willow,22.15,4.13,2024-09,66.45
I00022002,O00010160,P000380,U007392,2,148.33,296.66,2025-08-17 08:23:56.161293,returned,2592.94,Andrew Vasquez,ibenitez@example.com,Female,New Yolandaside,2024-01-08,Solace Social,Home & Kitchen,Solace,148.33,2.57,2025-08,296.66
I00022003,O00010160,P001451,U007392,3,598.27,1794.81,2025-08-17 08:23:56.161293,returned,2592.94,Andrew Vasquez,ibenitez@example.com,Female,New Yolandaside,2024-01-08,Solace Know,Automotive,Solace,598.27,3.72,2025-08,1794.81
I00022004,O00010160,P001030,U007392,1,263.8,263.8,2025-08-17 08:23:56.161293,returned,2592.94,Andrew Vasquez,ibenitez@example.com,Female,New Yolandaside,2024-01-08,Acme Figure,Home & Kitchen,Acme,263.8,4.76,2025-08,263.8
I00022005,O00010160,P001250,U007392,1,14.59,14.59,2025-08-17 08:23:56.161293,returned,2592.94,Andrew Vasquez,ibenitez@example.com,Female,New Yolandaside,2024-01-08,Harbor Thought,Toys,Harbor,14.59,4.51,2025-08,14.59
I00022006,O00010160,P001097,U007392,1,223.08,223.08,2025-08-17 08:23:56.161293,returned,2592.94,Andrew Vasquez,ibenitez@example.com,Female,New Yolandaside,2024-01-08,Astra Son,Sports,Astra,223.08,3.56,2025-08,223.08
I00022007,O00010161,P001541,U003061,1,636.16,636.16,2024-07-03 10:39:16.084268,processing,2291.1,Karen Shaw,qhill@example.com,Male,New Lorihaven,2024-12-27,Solace Tv,Automotive,Solace,636.16,3.93,2024-07,636.16
I00022008,O00010161,P000097,U003061,1,31.94,31.94,2024-07-03 10:39:16.084268,processing,2291.1,Karen Shaw,qhill@example.com,Male,New Lorihaven,2024-12-27,Zenith Movie,Groceries,Zenith,31.94,4.65,2024-07,31.94
I00022009,O00010161,P001770,U003061,2,811.5,1623.0,2024-07-03 10:39:16.084268,processing,2291.1,Karen Shaw,qhill@example.com,Male,New Lorihaven,2024-12-27,Willow Film,Electronics,Willow,811.5,4.17,2024-07,1623.0
I00022010,O00010162,P001425,U008532,2,11.44,22.88,2024-09-28 00:11:21.924934,returned,223.09,Brian Carroll,zcampbell@example.net,Female,East Valerie,2024-09-16,Everest Few,Groceries,Everest,11.44,2.9,2024-09,22.88
I00022011,O00010162,P000154,U008532,2,32.06,64.12,2024-09-28 00:11:21.924934,returned,223.09,Brian Carroll,zcampbell@example.net,Female,East Valerie,2024-09-16,Harbor Bill,Toys,Harbor,32.06,4.21,2024-09,64.12
I00022012,O00010162,P000346,U008532,1,51.61,51.61,2024-09-28 00:11:21.924934,returned,223.09,Brian Carroll,zcampbell@example.net,Female,East Valerie,2024-09-16,Pulse Third,Books,Pulse,51.61,4.24,2024-09,51.61
I00022013,O00010162,P001337,U008532,1,84.48,84.48,2024-09-28 00:11:21.924934,returned,223.09,Brian Carroll,zcampbell@example.net,Female,East Valerie,2024-09-16,NeoTech Occur,Toys,NeoTech,84.48,4.18,2024-09,84.48
I00022014,O00010163,P001993,U009150,2,68.6,137.2,2025-07-27 10:38:22.241935,cancelled,233.85,Brandon Wilson,karenperkins@example.org,Other,Melissahaven,2025-03-18,Zenith Rise,Pet Supplies,Zenith,68.6,3.75,2025-07,137.2
I00022015,O00010163,P001401,U009150,1,49.62,49.62,2025-07-27 10:38:22.241935,cancelled,233.85,Brandon Wilson,karenperkins@example.org,Other,Melissahaven,2025-03-18,Astra Reveal,Books,Astra,49.62,2.69,2025-07,49.62
I00022016,O00010163,P001926,U009150,1,47.03,47.03,2025-07-27 10:38:22.241935,cancelled,233.85,Brandon Wilson,karenperkins@example.org,Other,Melissahaven,2025-03-18,GreenLeaf If,Toys,GreenLeaf,47.03,4.38,2025-07,47.03
I00022017,O00010164,P000911,U005058,1,72.0,72.0,2025-06-18 00:23:34.611427,returned,72.0,Alexis Graham,michaelsloan@example.net,Male,Cindyland,2025-02-05,Solace Bit,Books,Solace,72.0,4.19,2025-06,72.0
I00022018,O00010165,P001185,U003520,2,21.74,43.48,2025-09-16 15:44:23.882482,returned,1772.36,Jessica Lee,qwilliams@example.org,Other,South Frederick,2024-01-02,Harbor Pick,Clothing,Harbor,21.74,3.28,2025-09,43.48
I00022019,O00010165,P001864,U003520,1,200.84,200.84,2025-09-16 15:44:23.882482,returned,1772.36,Jessica Lee,qwilliams@example.org,Other,South Frederick,2024-01-02,Acme Age,Home & Kitchen,Acme,200.84,3.63,2025-09,200.84
I00022020,O00010165,P000006,U003520,2,18.61,37.22,2025-09-16 15:44:23.882482,returned,1772.36,Jessica Lee,qwilliams@example.org,Other,South Frederick,2024-01-02,NeoTech When,Toys,NeoTech,18.61,3.2,2025-09,37.22
I00022021,O00010165,P000569,U003520,1,925.17,925.17,2025-09-16 15:44:23.882482,returned,1772.36,Jessica Lee,qwilliams@example.org,Other,South Frederick,2024-01-02,Zenith Control,Electronics,Zenith,925.17,4.05,2025-09,925.17
I00022022,O00010165,P001226,U003520,3,188.55,565.65,2025-09-16 15:44:23.882482,returned,1772.36,Jessica Lee,qwilliams@example.org,Other,South Frederick,2024-01-02,Willow Surface,Home & Kitchen,Willow,188.55,3.88,2025-09,565.65
I00022023,O00010166,P000191,U000881,1,47.14,47.14,2024-03-06 16:13:54.235543,shipped,47.14,Gabrielle Williams,russell90@example.com,Male,Robertsfort,2024-01-10,GreenLeaf Produce,Toys,GreenLeaf,47.14,3.64,2024-03,47.14
I00022024,O00010167,P001762,U002335,3,476.36,1429.08,2025-06-12 17:13:01.997086,returned,1429.08,Margaret Gardner,christopher01@example.com,Male,Burketon,2024-07-11,Harbor Vote,Electronics,Harbor,476.36,3.08,2025-06,1429.08
I00022025,O00010168,P001376,U002721,1,63.96,63.96,2024-07-20 23:56:32.688704,completed,63.96,Jessica Douglas,millerpaige@example.com,Male,Michaelview,2025-04-10,Harbor Few,Pet Supplies,Harbor,63.96,3.96,2024-07,63.96
I00022026,O00010169,P001502,U005272,1,71.02,71.02,2025-08-09 03:59:32.911876,cancelled,286.88,Amanda Bishop,chrissantos@example.com,Male,Paulburgh,2025-01-11,Willow Dark,Pet Supplies,Willow,71.02,3.29,2025-08,71.02
I00022027,O00010169,P000535,U005272,3,62.96,188.88,2025-08-09 03:59:32.911876,cancelled,286.88,Amanda Bishop,chrissantos@example.com,Male,Paulburgh,2025-01-11,Willow Exactly,Clothing,Willow,62.96,4.14,2025-08,188.88
I00022028,O00010169,P000240,U005272,2,13.49,26.98,2025-08-09 03:59:32.911876,cancelled,286.88,Amanda Bishop,chrissantos@example.com,Male,Paulburgh,2025-01-11,Astra Model,Sports,Astra,13.49,2.91,2025-08,26.98
I00022029,O00010170,P000836,U000390,1,35.24,35.24,2024-11-03 20:39:10.609137,cancelled,416.87,Daniel Buchanan,catherine47@example.com,Female,Shorttown,2025-09-26,NeoTech Develop,Books,NeoTech,35.24,2.53,2024-11,35.24
I00022030,O00010170,P000832,U000390,1,8.06,8.06,2024-11-03 20:39:10.609137,cancelled,416.87,Daniel Buchanan,catherine47@example.com,Female,Shorttown,2025-09-26,NeoTech Able,Groceries,NeoTech,8.06,4.76,2024-11,8.06
I00022031,O00010170,P001651,U000390,1,109.53,109.53,2024-11-03 20:39:10.609137,cancelled,416.87,Daniel Buchanan,catherine47@example.com,Female,Shorttown,2025-09-26,Acme Those,Toys,Acme,109.53,3.57,2024-11,109.53
I00022032,O00010170,P001139,U000390,1,264.04,264.04,2024-11-03 20:39:10.609137,cancelled,416.87,Daniel Buchanan,catherine47@example.com,Female,Shorttown,2025-09-26,Willow Past,Home & Kitchen,Willow,264.04,4.71,2024-11,264.04
I00022033,O00010171,P000488,U006632,2,264.67,529.34,2024-01-29 17:46:31.119358,returned,5374.66,Jim Crawford,jbuchanan@example.net,Male,Kimberlyfurt,2025-08-08,Solace Level,Home & Kitchen,Solace,264.67,4.59,2024-01,529.34
I00022034,O00010171,P001560,U006632,1,1033.13,1033.13,2024-01-29 17:46:31.119358,returned,5374.66,Jim Crawford,jbuchanan@example.net,Male,Kimberlyfurt,2025-08-08,Everest Bar,Electronics,Everest,1033.13,4.31,2024-01,1033.13
I00022035,O00010171,P000441,U006632,1,105.75,105.75,2024-01-29 17:46:31.119358,returned,5374.66,Jim Crawford,jbuchanan@example.net,Male,Kimberlyfurt,2025-08-08,Nimbus Significant,Sports,Nimbus,105.75,2.96,2024-01,105.75
I00022036,O00010171,P001448,U006632,3,1226.78,3680.34,2024-01-29 17:46:31.119358,returned,5374.66,Jim Crawford,jbuchanan@example.net,Male,Kimberlyfurt,2025-08-08,Harbor Onto,Electronics,Harbor,1226.78,2.9,2024-01,3680.34
I00022037,O00010171,P000796,U006632,1,26.1,26.1,2024-01-29 17:46:31.119358,returned,5374.66,Jim Crawford,jbuchanan@example.net,Male,Kimberlyfurt,2025-08-08,Acme Bank,Beauty,Acme,26.1,2.66,2024-01,26.1
I00022038,O00010172,P001034,U009094,2,15.62,31.24,2025-05-04 19:50:49.614289,cancelled,31.24,Joshua Saunders,deleonandrew@example.org,Male,Hensleyville,2024-02-10,Nimbus Imagine,Home & Kitchen,Nimbus,15.62,2.78,2025-05,31.24
I00022039,O00010173,P000639,U007900,1,64.23,64.23,2024-05-30 13:25:23.988356,returned,478.57,Cody Lindsey,paulachen@example.com,Other,Goodmanborough,2024-03-09,GreenLeaf Century,Pet Supplies,GreenLeaf,64.23,3.08,2024-05,64.23
I00022040,O00010173,P000716,U007900,1,273.91,273.91,2024-05-30 13:25:23.988356,returned,478.57,Cody Lindsey,paulachen@example.com,Other,Goodmanborough,2024-03-09,Acme Factor,Electronics,Acme,273.91,4.48,2024-05,273.91
I00022041,O00010173,P001333,U007900,1,25.77,25.77,2024-05-30 13:25:23.988356,returned,478.57,Cody Lindsey,paulachen@example.com,Other,Goodmanborough,2024-03-09,Nimbus Black,Books,Nimbus,25.77,3.56,2024-05,25.77
I00022042,O00010173,P001420,U007900,1,114.66,114.66,2024-05-30 13:25:23.988356,returned,478.57,Cody Lindsey,paulachen@example.com,Other,Goodmanborough,2024-03-09,NeoTech Democrat,Clothing,NeoTech,114.66,2.61,2024-05,114.66
I00022043,O00010174,P000907,U008261,1,54.46,54.46,2024-02-16 21:56:52.977815,returned,1755.68,Victoria Steele,mikekim@example.com,Male,North Michaelport,2025-10-04,NeoTech Building,Pet Supplies,NeoTech,54.46,3.57,2024-02,54.46
I00022044,O00010174,P001485,U008261,2,850.61,1701.22,2024-02-16 21:56:52.977815,returned,1755.68,Victoria Steele,mikekim@example.com,Male,North Michaelport,2025-10-04,Pulse Lose,Electronics,Pulse,850.61,4.58,2024-02,1701.22
I00022045,O00010175,P000237,U003294,2,191.89,383.78,2024-01-18 00:26:52.930487,completed,541.73,Amber Walter,itucker@example.org,Other,South Debraburgh,2024-02-05,Zenith Thus,Automotive,Zenith,191.89,2.97,2024-01,383.78
I00022046,O00010175,P001398,U003294,1,157.95,157.95,2024-01-18 00:26:52.930487,completed,541.73,Amber Walter,itucker@example.org,Other,South Debraburgh,2024-02-05,Zenith Believe,Automotive,Zenith,157.95,3.68,2024-01,157.95
I00022047,O00010176,P000527,U008087,1,554.93,554.93,2024-10-04 10:51:30.610546,shipped,554.93,William Robinson,aliceyoung@example.org,Female,Kennedybury,2025-02-07,Astra Democrat,Electronics,Astra,554.93,2.99,2024-10,554.93
I00022048,O00010177,P001381,U004933,1,43.13,43.13,2024-03-10 22:35:18.622448,completed,43.13,Richard Ruiz,thomaswatson@example.net,Other,Schmidtport,2025-08-10,Solace Evening,Books,Solace,43.13,4.51,2024-03,43.13
I00022049,O00010178,P001151,U002030,3,32.07,96.21,2024-12-12 12:11:27.663214,processing,137.65,John Christensen,ladkins@example.com,Female,Williamsville,2025-07-10,Zenith Sit,Pet Supplies,Zenith,32.07,4.52,2024-12,96.21
I00022050,O00010178,P000108,U002030,1,41.44,41.44,2024-12-12 12:11:27.663214,processing,137.65,John Christensen,ladkins@example.com,Female,Williamsville,2025-07-10,Willow Fall,Pet Supplies,Willow,41.44,4.19,2024-12,41.44
I00022051,O00010179,P000591,U003055,1,55.44,55.44,2024-01-11 02:51:52.244056,completed,55.44,Arthur Smith,ufoster@example.org,Other,Clarkberg,2025-01-31,GreenLeaf Pull,Books,GreenLeaf,55.44,4.65,2024-01,55.44
I00022052,O00010180,P001449,U005224,2,354.29,708.58,2025-06-17 17:37:06.252673,shipped,708.58,Christopher Franklin,scotthinton@example.com,Other,Hunterborough,2024-06-13,Pulse Weight,Automotive,Pulse,354.29,4.18,2025-06,708.58
I00022053,O00010181,P000235,U003889,1,628.13,628.13,2025-09-25 00:17:17.475918,cancelled,713.4,Emily Hayes,mercedesortega@example.net,Male,South Franciscobury,2024-03-18,Everest Minute,Home & Kitchen,Everest,628.13,4.15,2025-09,628.13
I00022054,O00010181,P000772,U003889,1,85.27,85.27,2025-09-25 00:17:17.475918,cancelled,713.4,Emily Hayes,mercedesortega@example.net,Male,South Franciscobury,2024-03-18,NeoTech Identify,Pet Supplies,NeoTech,85.27,2.61,2025-09,85.27
I00022055,O00010182,P001171,U007613,1,208.75,208.75,2024-12-30 05:12:07.378963,completed,674.68,Norman Chambers,tbrown@example.com,Other,Adamsland,2025-11-02,Zenith Memory,Clothing,Zenith,208.75,3.46,2024-12,208.75
I00022056,O00010182,P000414,U007613,1,63.21,63.21,2024-12-30 05:12:07.378963,completed,674.68,Norman Chambers,tbrown@example.com,Other,Adamsland,2025-11-02,Zenith Almost,Home & Kitchen,Zenith,63.21,3.95,2024-12,63.21
I00022057,O00010182,P001922,U007613,2,201.36,402.72,2024-12-30 05:12:07.378963,completed,674.68,Norman Chambers,tbrown@example.com,Other,Adamsland,2025-11-02,Acme Type,Automotive,Acme,201.36,2.79,2024-12,402.72
I00022058,O00010183,P001542,U004492,2,355.14,710.28,2024-03-26 21:50:33.292819,cancelled,710.28,Andrew Steele,ramirezmargaret@example.com,Male,Lake Nancy,2024-08-15,Willow Message,Electronics,Willow,355.14,2.52,2024-03,710.28
I00022059,O00010184,P001392,U004367,2,29.34,58.68,2025-06-22 22:59:11.443113,processing,80.06,Ann Woodard,craigdennis@example.com,Male,East Oliviafort,2024-06-20,NeoTech Civil,Toys,NeoTech,29.34,3.63,2025-06,58.68
I00022060,O00010184,P000184,U004367,1,21.38,21.38,2025-06-22 22:59:11.443113,processing,80.06,Ann Woodard,craigdennis@example.com,Male,East Oliviafort,2024-06-20,Astra Maintain,Toys,Astra,21.38,4.49,2025-06,21.38
I00022061,O00010185,P000234,U007020,1,375.37,375.37,2024-11-06 04:02:40.121571,returned,763.27,Lori Brown,michaelrandall@example.net,Male,East Dana,2025-10-03,NeoTech Fear,Electronics,NeoTech,375.37,3.59,2024-11,375.37
I00022062,O00010185,P001177,U007020,1,107.38,107.38,2024-11-06 04:02:40.121571,returned,763.27,Lori Brown,michaelrandall@example.net,Male,East Dana,2025-10-03,Harbor Ability,Sports,Harbor,107.38,2.53,2024-11,107.38
I00022063,O00010185,P000893,U007020,3,87.91,263.73,2024-11-06 04:02:40.121571,returned,763.27,Lori Brown,michaelrandall@example.net,Male,East Dana,2025-10-03,Astra Worker,Pet Supplies,Astra,87.91,2.67,2024-11,263.73
I00022064,O00010185,P000568,U007020,1,16.79,16.79,2024-11-06 04:02:40.121571,returned,763.27,Lori Brown,michaelrandall@example.net,Male,East Dana,2025-10-03,Orion Interest,Groceries,Orion,16.79,3.95,2024-11,16.79
I00022065,O00010186,P000078,U000048,1,344.26,344.26,2024-12-03 13:51:04.039330,processing,344.26,Patricia Miller,jessebenson@example.net,Male,North Robert,2024-08-17,Willow Determine,Automotive,Willow,344.26,3.4,2024-12,344.26
I00022066,O00010187,P001386,U007663,1,181.88,181.88,2025-10-20 13:01:01.909913,returned,181.88,Bonnie Rodriguez,stevenperez@example.net,Male,Makaylaport,2025-05-14,NeoTech Nature,Clothing,NeoTech,181.88,2.89,2025-10,181.88
I00022067,O00010188,P000973,U003649,1,1603.75,1603.75,2025-03-20 08:15:11.657122,cancelled,2004.61,Joshua Brandt,fprice@example.net,Other,Luisfort,2025-09-08,Everest Push,Electronics,Everest,1603.75,2.84,2025-03,1603.75
I00022068,O00010188,P000613,U003649,1,300.24,300.24,2025-03-20 08:15:11.657122,cancelled,2004.61,Joshua Brandt,fprice@example.net,Other,Luisfort,2025-09-08,Pulse Physical,Automotive,Pulse,300.24,2.83,2025-03,300.24
I00022069,O00010188,P000595,U003649,1,100.62,100.62,2025-03-20 08:15:11.657122,cancelled,2004.61,Joshua Brandt,fprice@example.net,Other,Luisfort,2025-09-08,GreenLeaf History,Books,GreenLeaf,100.62,4.29,2025-03,100.62
I00022070,O00010189,P001674,U006498,1,786.4,786.4,2024-03-15 18:11:28.873897,returned,786.4,Jason Smith,xthomas@example.net,Male,Bridgesburgh,2024-10-28,Orion Ahead,Electronics,Orion,786.4,4.49,2024-03,786.4
I00022071,O00010190,P001284,U004904,2,153.71,307.42,2024-05-09 13:48:24.219128,shipped,406.98,Kathy Avery,mcdowelllisa@example.net,Male,Port Joelbury,2024-09-07,Pulse Can,Beauty,Pulse,153.71,3.81,2024-05,307.42
I00022072,O00010190,P000014,U004904,1,99.56,99.56,2024-05-09 13:48:24.219128,shipped,406.98,Kathy Avery,mcdowelllisa@example.net,Male,Port Joelbury,2024-09-07,Astra Anyone,Electronics,Astra,99.56,3.67,2024-05,99.56
I00022073,O00010191,P001339,U006313,1,535.69,535.69,2025-04-19 02:10:17.152964,processing,671.45,Jonathan Padilla,frenchlouis@example.com,Female,North Ashleeside,2024-07-26,Orion Break,Automotive,Orion,535.69,2.63,2025-04,535.69
